Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Day_Perc_Change,Trend,Ave,Upper,Lower
DHFL,EQ,249.4,249.9,249.9,245.55,246.6,246.35,246.89,5893712,1455087440.75,41679,1018733,17.29,-1.2229350441058549,Negative,231.107,256.336,205.878
DHFL,EQ,246.35,245.2,249.35,240.3,241.5,241.7,245.18,7176965,1759615528.35,52394,1028224,14.33,-1.887558351938301,Negative,233.096,256.81,209.383
DHFL,EQ,241.7,241.75,244.3,234.0,234.95,235.65,239.4,5839267,1397934010.35,47835,812837,13.92,-2.5031030202730564,Negative,234.325,256.502,212.148
DHFL,EQ,235.65,235.2,239.3,230.35,239.0,238.05,235.34,7329962,1725050928.9,56615,771665,10.53,1.0184595798854224,Positive,235.854,255.6,216.107
DHFL,EQ,238.05,241.0,242.4,227.3,228.8,228.8,234.82,6243654,1466139025.55,51418,1352611,21.66,-3.8857382902751536,Among top losers,236.625,254.077,219.173
DHFL,EQ,228.8,230.95,232.4,226.8,230.4,231.1,230.17,6103301,1404796293.35,54738,769335,12.61,1.0052447552447497,Positive,237.843,250.122,225.564
DHFL,EQ,231.1,232.8,233.4,223.25,227.5,227.15,227.45,6664452,1515799674.1,49330,1209483,18.15,-1.7092167892687082,Negative,237.825,250.17,225.48
DHFL,EQ,227.15,227.7,229.65,223.0,224.95,224.1,225.83,4514692,1019554648.95,36046,692811,15.35,-1.3427250715386307,Negative,236.821,251.174,222.469
DHFL,EQ,224.1,226.3,226.4,221.0,221.3,222.45,224.1,3626974,812815225.25,32488,707441,19.5,-0.7362784471218187,Slight negative,235.521,251.576,219.467
DHFL,EQ,222.45,221.85,224.25,218.5,220.5,220.9,221.26,4725432,1045572050.55,38871,666552,14.11,-0.6967857945605727,Slight negative,234.543,252.407,216.678
DHFL,EQ,220.9,221.25,225.5,221.2,224.0,223.75,223.43,3888640,868840850.85,32652,674584,17.35,1.290176550475319,Positive,233.529,252.156,214.901
DHFL,EQ,223.75,219.15,227.35,219.15,223.3,223.1,224.03,5538351,1240773738.75,45139,802214,14.48,-0.290502793296088,Slight or No change,232.346,251.396,213.297
DHFL,EQ,223.1,224.75,226.35,218.0,221.1,219.8,221.38,4421460,978823636.2,38062,848322,19.19,-1.4791573285522164,Negative,230.879,250.432,211.325
DHFL,EQ,219.8,221.2,222.85,214.65,216.9,216.05,218.25,4305225,939629825.1,36237,731387,16.99,-1.7060964513193833,Negative,228.496,246.385,210.608
DHFL,EQ,216.05,216.0,217.95,210.3,211.0,211.8,213.69,3664959,783173858.8,31971,831722,22.69,-1.9671372367507491,Negative,226.029,242.805,209.252
DHFL,EQ,211.8,211.5,213.7,203.7,205.35,205.3,207.33,6065268,1257529136.9,50586,1205353,19.87,-3.0689329556185085,Among top losers,223.429,241.006,205.851
DHFL,EQ,205.3,206.0,213.3,206.0,209.55,209.6,209.75,6409510,1344416431.8,52997,934684,14.58,2.0944958597174823,Positive,221.568,239.088,204.048
DHFL,EQ,209.6,210.8,210.8,202.9,210.0,207.65,206.44,4803404,991597099.65,43509,899190,18.72,-0.9303435114503712,Slight negative,219.396,235.603,203.19
DHFL,EQ,207.65,211.0,223.8,199.5,208.0,209.1,214.17,26135632,5597513178.3,230993,2746771,10.51,0.698290392487344,Slight positive,217.989,234.099,201.879
DHFL,EQ,209.1,203.0,205.6,183.7,184.95,184.9,190.99,23916011,4567710091.2,221143,5682570,23.76,-11.573409851745575,Bear drop,214.689,236.974,192.404
DHFL,EQ,184.9,182.85,184.0,161.3,172.35,169.7,173.8,43628379,7582604094.05,403388,5084226,11.65,-8.220659816116827,Bear drop,210.586,242.194,178.977
DHFL,EQ,169.7,167.1,169.6,153.55,160.4,161.45,161.22,57307542,9239378577.75,445790,6544088,11.42,-4.861520329994106,Among top losers,206.111,246.104,166.117
DHFL,EQ,161.45,156.1,157.5,129.5,134.95,135.9,140.29,93032836,13051774610.0,696754,11276676,12.12,-15.825332920408785,Bear drop,199.929,253.496,146.361
DHFL,EQ,135.9,134.0,134.5,102.1,110.8,111.2,115.81,94989171,11000297445.8,661430,10620426,11.18,-18.175128771155254,Bear drop,192.093,262.036,122.149
DHFL,EQ,111.2,100.1,126.7,96.8,115.05,115.5,112.77,116877027,13180686013.95,819093,8939630,7.65,3.866906474820131,Among top gainers,184.361,262.663,106.058
DHFL,EQ,115.5,114.6,123.7,113.0,122.25,122.3,119.96,45736545,5486628672.55,288324,4826401,10.55,5.8874458874458755,Among top gainers,177.161,258.593,95.728
DHFL,EQ,122.3,124.0,125.0,113.0,119.95,119.35,119.27,27483120,3277883014.6,167377,2673182,9.73,-2.4121013900245347,Negative,169.986,252.922,87.05
DHFL,EQ,119.35,120.0,122.75,114.55,115.45,115.7,118.46,18215871,2157827613.85,122571,2331731,12.8,-3.0582320904901428,Among top losers,162.818,245.95,79.686
DHFL,EQ,115.7,112.9,116.5,104.5,109.0,109.15,110.07,20598446,2267323825.4,142648,2116347,10.27,-5.661192739844422,Among top losers,155.486,238.114,72.858
DHFL,EQ,109.15,109.15,109.65,103.1,104.5,104.85,105.64,18177580,1920333203.75,120990,1433727,7.89,-3.93953275309209,Among top losers,148.311,229.742,66.88
DHFL,EQ,104.85,104.4,108.75,103.5,106.3,106.45,106.33,12866364,1368031196.65,83541,1235118,9.6,1.5259895088221451,Positive,140.943,216.972,64.913
DHFL,EQ,106.45,108.0,112.65,106.3,111.6,111.2,109.48,14431475,1579958322.95,86434,2097691,14.54,4.462188821042745,Among top gainers,134.054,200.979,67.128
DHFL,EQ,111.2,104.0,131.35,103.95,127.7,127.95,120.55,54153006,6528103856.65,394940,5432957,10.03,15.062949640287759,Bull run,128.257,179.374,77.141
DHFL,EQ,127.95,128.1,129.45,121.0,122.3,123.2,124.73,19036558,2374424034.15,129097,1740549,9.14,-3.7123876514263414,Among top losers,123.85,163.219,84.481
DHFL,EQ,123.2,124.9,135.5,124.9,128.9,128.85,130.83,32069129,4195745868.15,199313,2609411,8.14,4.586038961038952,Among top gainers,120.932,150.497,91.368
DHFL,EQ,128.85,129.0,130.5,125.2,126.8,126.75,127.36,11188343,1424977382.85,68995,923643,8.26,-1.6298020954598311,Negative,118.454,137.238,99.669
DHFL,EQ,126.75,127.4,131.3,126.75,130.4,130.35,129.63,9380032,1215951137.0,60068,1520310,16.21,2.8402366863905293,Positive,118.057,135.438,100.676
DHFL,EQ,130.35,131.45,141.75,131.45,137.7,137.15,136.97,23133535,3168684040.05,143071,2374209,10.26,5.216724204065981,Among top gainers,119.911,139.532,100.29
DHFL,EQ,137.15,138.0,142.5,137.55,139.2,139.2,140.05,14438762,2022215985.15,91114,1708520,11.83,1.4947138169886909,Positive,121.604,143.538,99.669
DHFL,EQ,139.2,142.0,143.4,135.1,137.0,136.75,138.34,11792540,1631367248.2,71800,2676852,22.7,-1.7600574712643646,Negative,122.636,146.024,99.248
DHFL,EQ,136.75,130.5,134.9,125.45,130.6,130.6,130.17,22322829,2905673990.4,136328,2677027,11.99,-4.497257769652652,Among top losers,123.439,147.112,99.766
DHFL,EQ,130.6,132.1,136.25,127.5,127.7,128.2,130.99,14292134,1872189913.15,85819,2808659,19.65,-1.8376722817764255,Negative,124.332,147.688,100.976
DHFL,EQ,128.2,128.0,130.45,126.6,128.1,127.4,128.25,13919890,1785225795.0,58412,3935364,28.27,-0.6240249609984261,Slight negative,125.636,147.319,103.952
DHFL,EQ,127.4,127.55,132.5,127.4,128.7,128.8,129.61,13312683,1725511719.5,64748,2850817,21.41,1.098901098901095,Positive,127.346,145.449,109.244
DHFL,EQ,128.8,129.4,135.25,129.4,133.55,133.9,133.21,17764598,2366451492.55,95973,4934464,27.78,3.9596273291925494,Among top gainers,129.307,143.091,115.523
DHFL,EQ,133.9,147.25,162.3,147.25,148.5,148.75,152.98,51106855,7818232961.5,271379,8408485,16.45,11.090365944734868,Bull run,131.989,145.197,118.782
DHFL,EQ,148.75,150.7,152.0,138.2,141.65,141.6,143.63,30408622,4367557176.3,190322,3879907,12.76,-4.806722689075637,Among top losers,132.964,146.884,119.045
DHFL,EQ,141.6,141.6,144.25,138.85,139.9,139.85,141.42,13328310,1884860942.55,84705,2350726,17.64,-1.235875706214684,Negative,134.154,147.303,121.004
DHFL,EQ,139.85,138.15,139.3,130.75,132.65,132.8,133.63,21197479,2832647574.4,165792,5279057,24.9,-5.0411154808723495,Among top losers,134.436,147.261,121.611
DHFL,EQ,132.8,133.95,135.6,128.4,128.6,128.85,131.46,18315985,2407902724.7,142942,5086359,27.77,-2.974397590361455,Negative,134.586,147.068,122.104
DHFL,EQ,128.85,129.45,131.3,126.7,127.7,127.9,129.05,15831063,2042992312.0,112318,2801594,17.7,-0.737291424136588,Slight negative,134.411,147.213,121.608
DHFL,EQ,127.9,134.25,136.7,130.3,132.55,131.9,132.65,22993776,3050098133.65,135703,3809058,16.57,3.127443315089917,Among top gainers,134.036,146.8,121.271
DHFL,EQ,131.9,132.7,133.3,128.4,132.4,132.2,131.09,15648972,2051499865.45,97474,3044490,19.45,0.2274450341167356,Slight or No change,133.536,145.973,121.099
DHFL,EQ,132.2,136.0,140.0,134.3,135.85,135.9,136.85,22946837,3140269574.4,135002,4649836,20.26,2.7987897125567374,Positive,133.475,145.853,121.097
DHFL,EQ,135.9,137.8,138.0,134.1,136.85,136.2,135.77,10116659,1373506646.85,79622,2101394,20.77,0.2207505518763586,Slight or No change,133.875,146.214,121.536
DHFL,EQ,136.2,138.8,140.0,136.4,137.25,137.6,137.95,13340293,1840358159.0,79792,1967817,14.75,1.027900146842886,Positive,134.546,146.575,122.518
DHFL,EQ,137.6,137.6,137.8,132.55,133.55,133.75,135.15,9713258,1312720840.8,57269,2810939,28.94,-2.7979651162790664,Negative,135.0,146.326,123.674
DHFL,EQ,133.75,130.4,131.3,127.4,130.55,130.25,129.77,9086139,1179119430.4,56494,1391795,15.32,-2.61682242990654,Negative,135.104,146.21,123.998
DHFL,EQ,130.25,129.5,136.5,129.5,136.5,135.3,133.48,9788031,1306491941.5,58669,2407399,24.6,3.877159309021128,Among top gainers,135.204,146.288,124.119
DHFL,EQ,135.3,136.95,140.0,135.15,136.5,136.55,137.75,14156526,1950131749.85,77758,3178023,22.45,0.9238728750923908,Slight positive,134.332,142.313,126.352
DHFL,EQ,136.55,137.5,154.8,137.5,149.2,149.5,148.64,64167497,9537982127.95,361805,8247232,12.85,9.483705602343463,Bull run,134.896,145.706,124.087
DHFL,EQ,149.5,149.5,154.2,149.0,149.45,150.25,151.56,20294215,3075703808.05,117869,3154508,15.54,0.5016722408026864,Slight positive,135.639,149.036,122.243
DHFL,EQ,150.25,152.05,153.3,146.5,149.25,149.1,150.06,14133347,2120826112.0,84416,1998313,14.14,-0.7653910149750476,Slight negative,136.804,151.866,121.741
DHFL,EQ,149.1,149.65,150.1,142.8,145.2,145.0,146.78,13496504,1981027448.45,73993,3255980,24.12,-2.749832327297108,Negative,137.957,152.869,123.045
DHFL,EQ,145.0,145.9,152.85,145.05,148.2,148.0,149.39,23490110,3509181538.2,140411,3064567,13.05,2.0689655172413834,Positive,139.393,154.001,124.785
DHFL,EQ,148.0,149.0,150.75,146.5,149.0,148.9,148.91,13145366,1957413472.95,71410,1352088,10.29,0.6081081081081186,Slight positive,140.607,155.358,125.857
DHFL,EQ,148.9,149.75,165.5,149.5,165.05,163.5,160.34,65545304,10509374228.2,354313,8814868,13.45,9.805238415043661,Bull run,142.843,161.161,124.525
DHFL,EQ,163.5,166.6,169.85,157.3,161.6,161.2,163.95,35281349,5784207990.25,196155,5674333,16.08,-1.4067278287461793,Negative,144.65,164.907,124.393
DHFL,EQ,161.2,161.6,168.85,154.0,167.05,167.4,162.31,35063243,5691155660.7,183956,3192412,9.1,3.846153846153855,Among top gainers,146.879,169.818,123.939
DHFL,EQ,167.4,165.45,172.9,164.7,167.2,167.65,169.06,30986439,5238631728.8,165841,3052699,9.85,0.14934289127837008,Slight or No change,149.025,173.777,124.273
DHFL,EQ,167.65,167.9,174.55,163.15,171.7,172.65,170.3,37160448,6328555397.2,199559,3475352,9.35,2.982403817476875,Positive,151.804,177.868,125.739
DHFL,EQ,172.65,167.9,173.4,166.0,166.9,167.05,169.68,21761781,3692628973.45,119094,3525938,16.2,-3.243556327830865,Among top losers,154.432,178.477,130.387
DHFL,EQ,167.05,169.25,169.95,166.2,166.8,167.2,168.09,9298244,1562979405.05,59725,2102142,22.61,0.08979347500746028,Slight or No change,156.711,178.922,134.5
DHFL,EQ,167.2,167.0,176.45,166.2,170.6,171.0,171.89,21723491,3734081415.5,145000,3077662,14.17,2.2727272727272707,Positive,159.171,179.296,139.047
DHFL,EQ,171.0,172.4,172.9,155.65,156.05,157.1,160.52,25656182,4118344296.9,157198,6625743,25.83,-8.128654970760241,Bear drop,159.714,179.112,140.317
DHFL,EQ,157.1,153.0,153.05,138.6,138.9,140.05,143.81,29400620,4228009581.55,183316,5000644,17.01,-10.852959898154037,Bear drop,158.986,180.559,137.412
DHFL,EQ,140.05,139.0,148.6,136.3,140.65,140.15,143.29,32161880,4608611377.9,187899,3244021,10.09,0.0714030703320212,Slight or No change,158.346,181.643,135.05
DHFL,EQ,140.15,141.0,146.3,141.0,144.75,144.75,143.9,16152532,2324271910.8,100111,2481950,15.37,3.282197645379936,Among top gainers,158.329,181.67,134.987
DHFL,EQ,144.75,145.4,151.0,143.05,144.95,144.6,146.92,16168205,2375496146.5,96183,2322558,14.36,-0.10362694300518616,Slight or No change,158.086,181.955,134.217
DHFL,EQ,144.6,147.5,148.9,140.6,143.5,143.25,144.57,14637228,2116146137.5,89578,1696192,11.59,-0.9336099585062207,Slight negative,157.682,182.396,132.968
DHFL,EQ,143.25,143.1,143.2,129.15,132.8,135.15,133.26,23539919,3136917125.5,141614,5022119,21.33,-5.654450261780098,Among top losers,155.657,182.84,128.474
DHFL,EQ,135.15,134.0,142.25,130.6,133.9,133.9,136.43,20108619,2743495615.3,119881,2009447,9.99,-0.9248982611912648,Slight negative,153.707,183.011,124.403
DHFL,EQ,133.9,134.7,142.8,131.2,142.45,141.3,137.59,29016019,3992336416.05,164882,3767111,12.98,5.52651232262884,Among top gainers,151.843,180.712,122.973
DHFL,EQ,141.3,139.65,139.65,132.1,132.5,132.95,134.07,20724420,2778588825.65,117139,4698473,22.67,-5.909412597310704,Among top losers,149.364,178.346,120.383
DHFL,EQ,132.95,134.1,135.5,114.85,115.85,116.6,123.59,40282663,4978487810.65,224949,7841695,19.47,-12.29785633696878,Bear drop,145.361,175.928,114.794
DHFL,EQ,116.6,114.4,120.5,110.1,116.45,116.3,116.45,43462525,5061121121.55,227480,3103271,7.14,-0.2572898799313883,Slight or No change,141.736,173.245,110.226
DHFL,EQ,116.3,117.0,120.2,115.0,116.0,116.0,117.49,22773577,2675733139.5,128347,2423242,10.64,-0.2579535683576939,Slight or No change,138.079,168.73,107.427
DHFL,EQ,116.0,118.0,119.4,115.1,116.2,116.4,117.48,14732475,1730775925.75,80911,1657063,11.25,0.34482758620690834,Slight or No change,134.179,160.353,108.004
DHFL,EQ,116.4,116.0,116.0,110.1,111.05,110.95,112.51,17593462,1979501489.05,106435,1837700,10.45,-4.682130584192445,Among top losers,130.882,156.233,105.531
